j_name,j_code,j_url,j_big_type,j_small_type
昆虫学报,KCXB,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=KCXB&NaviLink=%e5%8a%a8%e7%89%a9%e5%ad%a6%2f%e4%ba%ba%e7%b1%bb%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00040016%253F%26OrderBy%3didno%7c%e6%98%86%e8%99%ab%e5%ad%a6%e6%8a%a5,['综合性理工农医'],动物学/人类学
兽类学报,SLXX,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=SLXX&NaviLink=%e5%8a%a8%e7%89%a9%e5%ad%a6%2f%e4%ba%ba%e7%b1%bb%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00040016%253F%26OrderBy%3didno%7c%e5%85%bd%e7%b1%bb%e5%ad%a6%e6%8a%a5,['综合性理工农医'],动物学/人类学
应用昆虫学报,KCZS,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=KCZS&NaviLink=%e5%8a%a8%e7%89%a9%e5%ad%a6%2f%e4%ba%ba%e7%b1%bb%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00040016%253F%26OrderBy%3didno%7c%e5%ba%94%e7%94%a8%e6%98%86%e8%99%ab%e5%ad%a6%e6%8a%a5,['综合性理工农医'],动物学/人类学
动物学杂志,BIRD,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=BIRD&NaviLink=%e5%8a%a8%e7%89%a9%e5%ad%a6%2f%e4%ba%ba%e7%b1%bb%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00040016%253F%26OrderBy%3didno%7c%e5%8a%a8%e7%89%a9%e5%ad%a6%e6%9d%82%e5%bf%97,['综合性理工农医'],动物学/人类学
人类学学报,RLXB,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=RLXB&NaviLink=%e5%8a%a8%e7%89%a9%e5%ad%a6%2f%e4%ba%ba%e7%b1%bb%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00040016%253F%26OrderBy%3didno%7c%e4%ba%ba%e7%b1%bb%e5%ad%a6%e5%ad%a6%e6%8a%a5,['综合性理工农医'],动物学/人类学
四川动物,SCDW,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=SCDW&NaviLink=%e5%8a%a8%e7%89%a9%e5%ad%a6%2f%e4%ba%ba%e7%b1%bb%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00040016%253F%26OrderBy%3didno%7c%e5%9b%9b%e5%b7%9d%e5%8a%a8%e7%89%a9,['综合性理工农医'],动物学/人类学
中国实验动物学报,ZGSD,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=ZGSD&NaviLink=%e5%8a%a8%e7%89%a9%e5%ad%a6%2f%e4%ba%ba%e7%b1%bb%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00040016%253F%26OrderBy%3didno%7c%e4%b8%ad%e5%9b%bd%e5%ae%9e%e9%aa%8c%e5%8a%a8%e7%89%a9%e5%ad%a6%e6%8a%a5,['综合性理工农医'],动物学/人类学
野生动物学报,YSDW,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=YSDW&NaviLink=%e5%8a%a8%e7%89%a9%e5%ad%a6%2f%e4%ba%ba%e7%b1%bb%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00040016%253F%26OrderBy%3didno%7c%e9%87%8e%e7%94%9f%e5%8a%a8%e7%89%a9%e5%ad%a6%e6%8a%a5,['综合性理工农医'],动物学/人类学
医学与社会,YXSH,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=YXSH&NaviLink=%e4%b8%80%e8%88%ac%e7%90%86%e8%ae%ba%ef%bc%8c%e6%95%99%e8%82%b2%e4%b8%8e%e6%99%ae%e5%8f%8a-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00050002%253F%26OrderBy%3didno%7c%e5%8c%bb%e5%ad%a6%e4%b8%8e%e7%a4%be%e4%bc%9a,['综合性医药卫生（除一般理论，教育与普及）'],一般理论，教育与普及
医学与哲学,YXZX,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=YXZX&NaviLink=%e4%b8%80%e8%88%ac%e7%90%86%e8%ae%ba%ef%bc%8c%e6%95%99%e8%82%b2%e4%b8%8e%e6%99%ae%e5%8f%8a-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00050002%253F%26OrderBy%3didno%7c%e5%8c%bb%e5%ad%a6%e4%b8%8e%e5%93%b2%e5%ad%a6,['综合性医药卫生（除一般理论，教育与普及）'],一般理论，教育与普及
中华护理教育,ZHHU,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=ZHHU&NaviLink=%e4%b8%80%e8%88%ac%e7%90%86%e8%ae%ba%ef%bc%8c%e6%95%99%e8%82%b2%e4%b8%8e%e6%99%ae%e5%8f%8a-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00050002%253F%26OrderBy%3didno%7c%e4%b8%ad%e5%8d%8e%e6%8a%a4%e7%90%86%e6%95%99%e8%82%b2,['综合性医药卫生（除一般理论，教育与普及）'],一般理论，教育与普及
中国卫生经济,WEIJ,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=WEIJ&NaviLink=%e9%a2%84%e9%98%b2%e5%8c%bb%e5%ad%a6%e3%80%81%e5%8d%ab%e7%94%9f%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00050003%253F%26OrderBy%3didno%7c%e4%b8%ad%e5%9b%bd%e5%8d%ab%e7%94%9f%e7%bb%8f%e6%b5%8e,['综合性医药卫生（除一般理论，教育与普及）'],预防医学、卫生学
中华疾病控制杂志,JBKZ,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=JBKZ&NaviLink=%e9%a2%84%e9%98%b2%e5%8c%bb%e5%ad%a6%e3%80%81%e5%8d%ab%e7%94%9f%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00050003%253F%26OrderBy%3didno%7c%e4%b8%ad%e5%8d%8e%e7%96%be%e7%97%85%e6%8e%a7%e5%88%b6%e6%9d%82%e5%bf%97,['综合性医药卫生（除一般理论，教育与普及）'],预防医学、卫生学
中国公共卫生,ZGGW,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=ZGGW&NaviLink=%e9%a2%84%e9%98%b2%e5%8c%bb%e5%ad%a6%e3%80%81%e5%8d%ab%e7%94%9f%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00050003%253F%26OrderBy%3didno%7c%e4%b8%ad%e5%9b%bd%e5%85%ac%e5%85%b1%e5%8d%ab%e7%94%9f,['综合性医药卫生（除一般理论，教育与普及）'],预防医学、卫生学
中国卫生统计,ZGWT,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=59&BaseID=ZGWT&NaviLink=%e9%a2%84%e9%98%b2%e5%8c%bb%e5%ad%a6%e3%80%81%e5%8d%ab%e7%94%9f%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00050003%253F%26OrderBy%3didno%7c%e4%b8%ad%e5%9b%bd%e5%8d%ab%e7%94%9f%e7%bb%9f%e8%ae%a1,['综合性医药卫生（除一般理论，教育与普及）'],预防医学、卫生学
中国健康教育,ZGJK,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=59&BaseID=ZGJK&NaviLink=%e9%a2%84%e9%98%b2%e5%8c%bb%e5%ad%a6%e3%80%81%e5%8d%ab%e7%94%9f%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00050003%253F%26OrderBy%3didno%7c%e4%b8%ad%e5%9b%bd%e5%81%a5%e5%ba%b7%e6%95%99%e8%82%b2,['综合性医药卫生（除一般理论，教育与普及）'],预防医学、卫生学
中国艾滋病性病,XBYA,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=XBYA&NaviLink=%e9%a2%84%e9%98%b2%e5%8c%bb%e5%ad%a6%e3%80%81%e5%8d%ab%e7%94%9f%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00050003%253F%26OrderBy%3didno%7c%e4%b8%ad%e5%9b%bd%e8%89%be%e6%bb%8b%e7%97%85%e6%80%a7%e7%97%85,['综合性医药卫生（除一般理论，教育与普及）'],预防医学、卫生学
营养学报,YYXX,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=YYXX&NaviLink=%e9%a2%84%e9%98%b2%e5%8c%bb%e5%ad%a6%e3%80%81%e5%8d%ab%e7%94%9f%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00050003%253F%26OrderBy%3didno%7c%e8%90%a5%e5%85%bb%e5%ad%a6%e6%8a%a5,['综合性医药卫生（除一般理论，教育与普及）'],预防医学、卫生学
中国疫苗和免疫,ZGJM,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=ZGJM&NaviLink=%e9%a2%84%e9%98%b2%e5%8c%bb%e5%ad%a6%e3%80%81%e5%8d%ab%e7%94%9f%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00050003%253F%26OrderBy%3didno%7c%e4%b8%ad%e5%9b%bd%e7%96%ab%e8%8b%97%e5%92%8c%e5%85%8d%e7%96%ab,['综合性医药卫生（除一般理论，教育与普及）'],预防医学、卫生学
中国食品卫生杂志,ZSPZ,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=ZSPZ&NaviLink=%e9%a2%84%e9%98%b2%e5%8c%bb%e5%ad%a6%e3%80%81%e5%8d%ab%e7%94%9f%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00050003%253F%26OrderBy%3didno%7c%e4%b8%ad%e5%9b%bd%e9%a3%9f%e5%93%81%e5%8d%ab%e7%94%9f%e6%9d%82%e5%bf%97,['综合性医药卫生（除一般理论，教育与普及）'],预防医学、卫生学
中国学校卫生,XIWS,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=XIWS&NaviLink=%e9%a2%84%e9%98%b2%e5%8c%bb%e5%ad%a6%e3%80%81%e5%8d%ab%e7%94%9f%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00050003%253F%26OrderBy%3didno%7c%e4%b8%ad%e5%9b%bd%e5%ad%a6%e6%a0%a1%e5%8d%ab%e7%94%9f,['综合性医药卫生（除一般理论，教育与普及）'],预防医学、卫生学
卫生研究,WSYJ,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=WSYJ&NaviLink=%e9%a2%84%e9%98%b2%e5%8c%bb%e5%ad%a6%e3%80%81%e5%8d%ab%e7%94%9f%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00050003%253F%26OrderBy%3didno%7c%e5%8d%ab%e7%94%9f%e7%a0%94%e7%a9%b6,['综合性医药卫生（除一般理论，教育与普及）'],预防医学、卫生学
环境与健康杂志,HJYJ,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=HJYJ&NaviLink=%e9%a2%84%e9%98%b2%e5%8c%bb%e5%ad%a6%e3%80%81%e5%8d%ab%e7%94%9f%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00050003%253F%26OrderBy%3didno%7c%e7%8e%af%e5%a2%83%e4%b8%8e%e5%81%a5%e5%ba%b7%e6%9d%82%e5%bf%97,['综合性医药卫生（除一般理论，教育与普及）'],预防医学、卫生学
中国慢性病预防与控制,ZMXB,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=ZMXB&NaviLink=%e9%a2%84%e9%98%b2%e5%8c%bb%e5%ad%a6%e3%80%81%e5%8d%ab%e7%94%9f%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00050003%253F%26OrderBy%3didno%7c%e4%b8%ad%e5%9b%bd%e6%85%a2%e6%80%a7%e7%97%85%e9%a2%84%e9%98%b2%e4%b8%8e%e6%8e%a7%e5%88%b6,['综合性医药卫生（除一般理论，教育与普及）'],预防医学、卫生学
中国职业医学,XYYX,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=XYYX&NaviLink=%e9%a2%84%e9%98%b2%e5%8c%bb%e5%ad%a6%e3%80%81%e5%8d%ab%e7%94%9f%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00050003%253F%26OrderBy%3didno%7c%e4%b8%ad%e5%9b%bd%e8%81%8c%e4%b8%9a%e5%8c%bb%e5%ad%a6,['综合性医药卫生（除一般理论，教育与普及）'],预防医学、卫生学
环境与职业医学,LDYX,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=59&BaseID=LDYX&NaviLink=%e9%a2%84%e9%98%b2%e5%8c%bb%e5%ad%a6%e3%80%81%e5%8d%ab%e7%94%9f%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00050003%253F%26OrderBy%3didno%7c%e7%8e%af%e5%a2%83%e4%b8%8e%e8%81%8c%e4%b8%9a%e5%8c%bb%e5%ad%a6,['综合性医药卫生（除一般理论，教育与普及）'],预防医学、卫生学
中国预防医学杂志,ZGYC,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=ZGYC&NaviLink=%e9%a2%84%e9%98%b2%e5%8c%bb%e5%ad%a6%e3%80%81%e5%8d%ab%e7%94%9f%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00050003%253F%26OrderBy%3didno%7c%e4%b8%ad%e5%9b%bd%e9%a2%84%e9%98%b2%e5%8c%bb%e5%ad%a6%e6%9d%82%e5%bf%97,['综合性医药卫生（除一般理论，教育与普及）'],预防医学、卫生学
现代预防医学,XDYF,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=XDYF&NaviLink=%e9%a2%84%e9%98%b2%e5%8c%bb%e5%ad%a6%e3%80%81%e5%8d%ab%e7%94%9f%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00050003%253F%26OrderBy%3didno%7c%e7%8e%b0%e4%bb%a3%e9%a2%84%e9%98%b2%e5%8c%bb%e5%ad%a6,['综合性医药卫生（除一般理论，教育与普及）'],预防医学、卫生学
中国卫生政策研究,ZGWZ,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=ZGWZ&NaviLink=%e9%a2%84%e9%98%b2%e5%8c%bb%e5%ad%a6%e3%80%81%e5%8d%ab%e7%94%9f%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00050003%253F%26OrderBy%3didno%7c%e4%b8%ad%e5%9b%bd%e5%8d%ab%e7%94%9f%e6%94%bf%e7%ad%96%e7%a0%94%e7%a9%b6,['综合性医药卫生（除一般理论，教育与普及）'],预防医学、卫生学
中国医院管理,YYGL,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=YYGL&NaviLink=%e9%a2%84%e9%98%b2%e5%8c%bb%e5%ad%a6%e3%80%81%e5%8d%ab%e7%94%9f%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00050003%253F%26OrderBy%3didno%7c%e4%b8%ad%e5%9b%bd%e5%8c%bb%e9%99%a2%e7%ae%a1%e7%90%86,['综合性医药卫生（除一般理论，教育与普及）'],预防医学、卫生学
中国卫生事业管理,ZWSG,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=ZWSG&NaviLink=%e9%a2%84%e9%98%b2%e5%8c%bb%e5%ad%a6%e3%80%81%e5%8d%ab%e7%94%9f%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00050003%253F%26OrderBy%3didno%7c%e4%b8%ad%e5%9b%bd%e5%8d%ab%e7%94%9f%e4%ba%8b%e4%b8%9a%e7%ae%a1%e7%90%86,['综合性医药卫生（除一般理论，教育与普及）'],预防医学、卫生学
中草药,ZCYO,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=ZCYO&NaviLink=%e4%b8%ad%e5%9b%bd%e5%8c%bb%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00050004%253F%26OrderBy%3didno%7c%e4%b8%ad%e8%8d%89%e8%8d%af,['综合性医药卫生（除一般理论，教育与普及）'],中国医学
中国中药杂志,ZGZY,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=ZGZY&NaviLink=%e4%b8%ad%e5%9b%bd%e5%8c%bb%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00050004%253F%26OrderBy%3didno%7c%e4%b8%ad%e5%9b%bd%e4%b8%ad%e8%8d%af%e6%9d%82%e5%bf%97,['综合性医药卫生（除一般理论，教育与普及）'],中国医学
针刺研究,XCYJ,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=XCYJ&NaviLink=%e4%b8%ad%e5%9b%bd%e5%8c%bb%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00050004%253F%26OrderBy%3didno%7c%e9%92%88%e5%88%ba%e7%a0%94%e7%a9%b6,['综合性医药卫生（除一般理论，教育与普及）'],中国医学
中成药,ZCYA,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=ZCYA&NaviLink=%e4%b8%ad%e5%9b%bd%e5%8c%bb%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00050004%253F%26OrderBy%3didno%7c%e4%b8%ad%e6%88%90%e8%8d%af,['综合性医药卫生（除一般理论，教育与普及）'],中国医学
中药材,ZYCA,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=ZYCA&NaviLink=%e4%b8%ad%e5%9b%bd%e5%8c%bb%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00050004%253F%26OrderBy%3didno%7c%e4%b8%ad%e8%8d%af%e6%9d%90,['综合性医药卫生（除一般理论，教育与普及）'],中国医学
中药新药与临床药理,ZYXY,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=ZYXY&NaviLink=%e4%b8%ad%e5%9b%bd%e5%8c%bb%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00050004%253F%26OrderBy%3didno%7c%e4%b8%ad%e8%8d%af%e6%96%b0%e8%8d%af%e4%b8%8e%e4%b8%b4%e5%ba%8a%e8%8d%af%e7%90%86,['综合性医药卫生（除一般理论，教育与普及）'],中国医学
中华中医药杂志,BXYY,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=BXYY&NaviLink=%e4%b8%ad%e5%9b%bd%e5%8c%bb%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00050004%253F%26OrderBy%3didno%7c%e4%b8%ad%e5%8d%8e%e4%b8%ad%e5%8c%bb%e8%8d%af%e6%9d%82%e5%bf%97,['综合性医药卫生（除一般理论，教育与普及）'],中国医学
中国针灸,ZGZE,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=ZGZE&NaviLink=%e4%b8%ad%e5%9b%bd%e5%8c%bb%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00050004%253F%26OrderBy%3didno%7c%e4%b8%ad%e5%9b%bd%e9%92%88%e7%81%b8,['综合性医药卫生（除一般理论，教育与普及）'],中国医学
中药药理与临床,ZYYL,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=ZYYL&NaviLink=%e4%b8%ad%e5%9b%bd%e5%8c%bb%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00050004%253F%26OrderBy%3didno%7c%e4%b8%ad%e8%8d%af%e8%8d%af%e7%90%86%e4%b8%8e%e4%b8%b4%e5%ba%8a,['综合性医药卫生（除一般理论，教育与普及）'],中国医学
中医杂志,ZZYZ,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=ZZYZ&NaviLink=%e4%b8%ad%e5%9b%bd%e5%8c%bb%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00050004%253F%26OrderBy%3didno%7c%e4%b8%ad%e5%8c%bb%e6%9d%82%e5%bf%97,['综合性医药卫生（除一般理论，教育与普及）'],中国医学
世界科学技术-中医药现代化,SJKX,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=SJKX&NaviLink=%e4%b8%ad%e5%9b%bd%e5%8c%bb%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00050004%253F%26OrderBy%3didno%7c%e4%b8%96%e7%95%8c%e7%a7%91%e5%ad%a6%e6%8a%80%e6%9c%af-%e4%b8%ad%e5%8c%bb%e8%8d%af%e7%8e%b0%e4%bb%a3%e5%8c%96,['综合性医药卫生（除一般理论，教育与普及）'],中国医学
中华中医药学刊,ZYHS,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=ZYHS&NaviLink=%e4%b8%ad%e5%9b%bd%e5%8c%bb%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00050004%253F%26OrderBy%3didno%7c%e4%b8%ad%e5%8d%8e%e4%b8%ad%e5%8c%bb%e8%8d%af%e5%ad%a6%e5%88%8a,['综合性医药卫生（除一般理论，教育与普及）'],中国医学
时珍国医国药,SZGY,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=SZGY&NaviLink=%e4%b8%ad%e5%9b%bd%e5%8c%bb%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00050004%253F%26OrderBy%3didno%7c%e6%97%b6%e7%8f%8d%e5%9b%bd%e5%8c%bb%e5%9b%bd%e8%8d%af,['综合性医药卫生（除一般理论，教育与普及）'],中国医学
中国实验方剂学杂志,ZSFX,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=ZSFX&NaviLink=%e4%b8%ad%e5%9b%bd%e5%8c%bb%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00050004%253F%26OrderBy%3didno%7c%e4%b8%ad%e5%9b%bd%e5%ae%9e%e9%aa%8c%e6%96%b9%e5%89%82%e5%ad%a6%e6%9d%82%e5%bf%97,['综合性医药卫生（除一般理论，教育与普及）'],中国医学
中国中医基础医学杂志,ZYJC,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=ZYJC&NaviLink=%e4%b8%ad%e5%9b%bd%e5%8c%bb%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00050004%253F%26OrderBy%3didno%7c%e4%b8%ad%e5%9b%bd%e4%b8%ad%e5%8c%bb%e5%9f%ba%e7%a1%80%e5%8c%bb%e5%ad%a6%e6%9d%82%e5%bf%97,['综合性医药卫生（除一般理论，教育与普及）'],中国医学
南京中医药大学学报,NJZY,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=NJZY&NaviLink=%e4%b8%ad%e5%9b%bd%e5%8c%bb%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00050004%253F%26OrderBy%3didno%7c%e5%8d%97%e4%ba%ac%e4%b8%ad%e5%8c%bb%e8%8d%af%e5%a4%a7%e5%ad%a6%e5%ad%a6%e6%8a%a5,['综合性医药卫生（除一般理论，教育与普及）'],中国医学
北京中医药大学学报,JZYB,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=JZYB&NaviLink=%e4%b8%ad%e5%9b%bd%e5%8c%bb%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00050004%253F%26OrderBy%3didno%7c%e5%8c%97%e4%ba%ac%e4%b8%ad%e5%8c%bb%e8%8d%af%e5%a4%a7%e5%ad%a6%e5%ad%a6%e6%8a%a5,['综合性医药卫生（除一般理论，教育与普及）'],中国医学
中国中西医结合杂志,ZZXJ,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=ZZXJ&NaviLink=%e4%b8%ad%e5%9b%bd%e5%8c%bb%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00050004%253F%26OrderBy%3didno%7c%e4%b8%ad%e5%9b%bd%e4%b8%ad%e8%a5%bf%e5%8c%bb%e7%bb%93%e5%90%88%e6%9d%82%e5%bf%97,['综合性医药卫生（除一般理论，教育与普及）'],中国医学
中国临床心理学杂志,ZLCY,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=ZLCY&NaviLink=%e5%9f%ba%e7%a1%80%e5%8c%bb%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00050005%253F%26OrderBy%3didno%7c%e4%b8%ad%e5%9b%bd%e4%b8%b4%e5%ba%8a%e5%bf%83%e7%90%86%e5%ad%a6%e6%9d%82%e5%bf%97,['综合性医药卫生（除一般理论，教育与普及）'],基础医学
